InvoiceDate,Total
11/12/2017,9984.69
11/13/2017,12790.1
11/14/2017,3825.857
11/15/2017,21606.7265
11/16/2017,11162.45
11/18/2017,12934.62
11/19/2017,15937.34
11/20/2017,16362.34
11/21/2017,8040.325
11/22/2017,18679.75
11/23/2017,19806.56
11/25/2017,13822.95
11/26/2017,9660.69
11/27/2017,14809.01
11/28/2017,10285.02
11/29/2017,29440.315
11/30/2017,26678.09
12/2/2017,18722.61
12/3/2017,20276.65
12/4/2017,20926.4361
12/5/2017,27397.58
12/6/2017,11731.9
12/7/2017,26518.06
12/9/2017,32603.251
12/10/2017,18340.183
12/11/2017,20577.9755
12/12/2017,9999.82
12/13/2017,14077.14
12/14/2017,21257.68
12/16/2017,18474.65
12/17/2017,9910.455
12/18/2017,37120.6
12/19/2017,12689.3287
12/20/2017,15012.4761
12/21/2017,9752.825
12/23/2017,83228.27
12/24/2017,41714.3
12/25/2017,50494.859
12/26/2017,43302.35
12/27/2017,33716.98
12/28/2017,40659.8
12/30/2017,71782.8838
12/31/2017,33972.333
1/1/2018,28523.92
1/2/2018,28838.74
1/3/2018,31509.782
1/4/2018,19429.67
1/6/2018,14657.107
1/7/2018,34273.1664
1/8/2018,19104.46
1/9/2018,20753.456
1/10/2018,22669.91
1/11/2018,44733.585
1/13/2018,22089.898
1/14/2018,38935.86
1/15/2018,13793.6274
1/16/2018,13265.35
1/17/2018,17611.2875
1/18/2018,27912.24
1/20/2018,18153.3
1/21/2018,24081.49
1/22/2018,6942.63
1/23/2018,19580.6
1/24/2018,17924.7
1/25/2018,12752.65
1/27/2018,10615.75
1/28/2018,22000.8955
1/29/2018,157123.77
1/30/2018,17160.5
1/31/2018,25460.15
2/1/2018,40299.78
2/3/2018,30106.8687
2/4/2018,7614.13
2/5/2018,5788.59
2/6/2018,17349.4
2/7/2018,37263.39
2/8/2018,10852.47
2/10/2018,20163.035
2/11/2018,52135.82
2/12/2018,19862.204
2/13/2018,33490.5428
2/14/2018,13249.575
2/15/2018,50218.77
2/17/2018,24952.98
2/18/2018,18979.98
2/19/2018,34282.6
2/20/2018,33585.19
2/21/2018,25706.88
2/22/2018,14611.11
2/24/2018,11386.18
2/25/2018,25705.36
2/26/2018,4564
2/27/2018,13285.98
2/28/2018,13347.28
3/1/2018,8657.21
3/3/2018,14521.54
3/4/2018,11244.25
3/5/2018,10713.4887
3/6/2018,16783.55
3/7/2018,15167.048
3/8/2018,5326.75
3/10/2018,21166.5
3/11/2018,10548.5
3/12/2018,12684.47
3/13/2018,19295.64
3/14/2018,13557.95
3/15/2018,35126.2
3/17/2018,17772.802
3/18/2018,8597.45
3/19/2018,18810.73
3/20/2018,29116
3/21/2018,20669.13
3/22/2018,7750.755
3/24/2018,22233.33
3/25/2018,6944.69
3/26/2018,5546.55
3/27/2018,42989
3/28/2018,55122.9323
3/29/2018,45379.2
3/31/2018,18472.75
4/1/2018,19603.355
4/2/2018,14644.55
4/3/2018,11064.99
4/4/2018,23663.46
4/5/2018,12122.51
4/7/2018,54312.023
4/8/2018,11910.55
4/9/2018,30596.49
4/10/2018,7139.9714
4/11/2018,38476.91
4/12/2018,31837.72
4/14/2018,37994.01
4/15/2018,13661.4292
4/16/2018,20431.26
4/17/2018,11624
4/18/2018,17742.35
4/19/2018,15350.1
4/21/2018,23478.332
4/22/2018,19503.03
4/23/2018,41656.19
4/24/2018,21731.13
4/25/2018,25213.93
4/26/2018,20562.15
4/28/2018,15774.78
4/29/2018,26097.14
4/30/2018,13028.97
5/1/2018,14682.01
5/2/2018,21435.69
5/3/2018,26862.85
5/5/2018,23157.82
5/6/2018,27139.55
5/7/2018,9851.67
5/8/2018,11811.14
5/9/2018,12443.9
5/10/2018,11253.8
5/12/2018,24419.22
5/13/2018,39535.89
5/14/2018,18672.61
5/15/2018,18656.76
5/16/2018,14824.141
5/17/2018,11042.25
5/18/2018,542.6
5/19/2018,6740.3628
5/20/2018,8463.83
5/21/2018,5104.65
5/22/2018,40553.12
5/23/2018,7473.475
5/24/2018,2054.92
5/25/2018,8781
5/26/2018,6688.886
5/27/2018,9421.86
5/28/2018,4380.96
5/29/2018,20103.61
5/30/2018,1885.52
5/31/2018,6688.14
6/2/2018,8427.52
6/3/2018,23461
6/4/2018,9814.695
6/5/2018,11354.58
6/6/2018,686.65
8/4/2018,3237.5
9/5/2018,450
1/13/2019,768
1/14/2019,17531.07
1/15/2019,37338.4
1/16/2019,28021.78
1/17/2019,41247.14
1/19/2019,21022.532
1/20/2019,37993.08
1/21/2019,28493.16
1/22/2019,35081.86
1/23/2019,39092.64
1/24/2019,45472.1
1/26/2019,35184.4
1/27/2019,16620.371
1/28/2019,23609.88
1/29/2019,73508.28
1/30/2019,22647.52
1/31/2019,27181.06
2/2/2019,23800.33
2/3/2019,8747.42
2/4/2019,41529.409
2/5/2019,39011.612
2/6/2019,37751.968
2/7/2019,39630.88
2/9/2019,35927.14
2/10/2019,30555.66
2/11/2019,26808.78
2/12/2019,8342.801
2/13/2019,38614.66
2/14/2019,23106.08
2/16/2019,41189.32
2/17/2019,29855.84
2/18/2019,32988.78
2/19/2019,15762.64
2/20/2019,22838.46
2/21/2019,25540.58
2/23/2019,43185.066
2/24/2019,27836.74
2/25/2019,39715.04
2/26/2019,25530.94
2/27/2019,69739.066
2/28/2019,26074.02
3/2/2019,24368.692
3/3/2019,26652.72
3/4/2019,33610.28
3/5/2019,28487.508
3/6/2019,25414.92
3/7/2019,31451.04
3/9/2019,81396.1
3/10/2019,30958.92
3/11/2019,57084.48
3/12/2019,33304.64
3/13/2019,26364.346
3/14/2019,19896.88
3/16/2019,59855.88
3/17/2019,20019
3/18/2019,47940.94
3/19/2019,63985.55
3/20/2019,30496.04
3/21/2019,119211.32
3/23/2019,37935
3/24/2019,27117.42
3/25/2019,18527.17
3/26/2019,64909.6
3/27/2019,42864.58
3/28/2019,55515.02
3/30/2019,59996.617
3/31/2019,28537.132
4/1/2019,23522.54
4/2/2019,38250.7
4/3/2019,19590.7
4/4/2019,13155.7
4/6/2019,34510.02
4/7/2019,21623.44
4/8/2019,46398.6
4/9/2019,26283.9
4/10/2019,21492.0432
4/11/2019,46295.44
4/13/2019,28954.576
4/14/2019,17713.64
4/15/2019,59778.38
4/16/2019,29691.52
4/17/2019,21000.58
4/18/2019,21628.26
4/20/2019,62373.92
4/21/2019,40455.64
4/22/2019,25115.34
4/23/2019,42196.82
4/24/2019,61011.86
4/25/2019,34814.246
4/27/2019,9876.18
4/28/2019,16657.98
4/29/2019,75642.94
4/30/2019,101380.22
5/1/2019,50309.85
5/2/2019,28535.54
5/4/2019,58690.95
5/5/2019,33114.35
5/6/2019,29137.04
5/7/2019,12809.4
5/8/2019,53868.9
5/9/2019,16103.651
5/10/2019,190
5/11/2019,8732.9
5/12/2019,23393.86
5/13/2019,8713
5/14/2019,20142.0248
5/15/2019,11858.96
5/16/2019,29313.9
5/17/2019,1214
5/18/2019,51595.18
5/19/2019,19234.62
5/20/2019,16533.07
5/21/2019,38257.72
5/22/2019,18914.4222
5/23/2019,37843.12
5/24/2019,1160
5/25/2019,14514.6
5/26/2019,18600.1
5/27/2019,8852.07
5/28/2019,27402.332
5/29/2019,18763.502
5/30/2019,12728.06
5/31/2019,398.1
6/1/2019,13733.8
6/2/2019,27261.34
6/3/2019,4992
6/8/2019,15326.48
6/9/2019,13799.42
6/10/2019,24857
6/11/2019,17341.36
6/12/2019,19914.6
6/13/2019,14744.2
6/15/2019,9417
6/16/2019,9143.23
6/17/2019,12042.5
6/18/2019,9190.7722
6/19/2019,23106.0722
6/20/2019,15636.2318
6/22/2019,34924.622
6/23/2019,39474.76
6/24/2019,34949.45
6/25/2019,22671.54
6/26/2019,23464.383
6/27/2019,31490.39
6/29/2019,13764.66
6/30/2019,25269.74
7/1/2019,16132.75
7/2/2019,46312.9
7/3/2019,17127.78
7/4/2019,42394.03
7/6/2019,31550.62
7/7/2019,62007.78
7/8/2019,23966.628
7/9/2019,21009.2
7/10/2019,27395.896
7/11/2019,26847.34
7/13/2019,75483.98
7/14/2019,35916.22
7/15/2019,48500.74
7/16/2019,37486.6
7/17/2019,33981.6
7/18/2019,14361.2
7/20/2019,29927.69
7/21/2019,17806.32
7/22/2019,25347.08
7/23/2019,26805.1
7/24/2019,31697.88
7/25/2019,41480.345
7/27/2019,31885.62
7/28/2019,24331.62
7/29/2019,25071.45
7/30/2019,47828.04
7/31/2019,26453
8/1/2019,37425.2
8/3/2019,26684.36
8/4/2019,41028.279
8/5/2019,23960.72
8/6/2019,19579.58
8/7/2019,34097.94
8/8/2019,31875.58
8/13/2019,17463.9
8/14/2019,29536.53
8/15/2019,39334.6
8/17/2019,30931.5722
8/18/2019,27899.84
8/19/2019,21749.38
8/20/2019,30806.28
8/21/2019,14800.02
8/22/2019,53624.48
8/24/2019,36423.16
8/25/2019,55057.08
8/26/2019,37723.706
8/27/2019,28576.06
8/28/2019,63799.71
8/29/2019,30685.52
8/31/2019,41359.53
9/1/2019,29958.04
9/2/2019,11075.38
9/3/2019,52779.8322
9/4/2019,22780.74
9/5/2019,19895.54
9/7/2019,31692.5
9/8/2019,16937.46
9/9/2019,15657.92
9/10/2019,27613.8
9/11/2019,12576.34
9/12/2019,13240.4
9/14/2019,40754.78
9/15/2019,30354.6
9/16/2019,34688.38
9/17/2019,60203.506
9/18/2019,56029.78
9/19/2019,41356.96
9/21/2019,26781.82
9/22/2019,54208.916
9/23/2019,41362.546
9/24/2019,40588.78
9/25/2019,47899.782
9/26/2019,39212.3444
9/28/2019,74999.86
9/29/2019,32367.32
9/30/2019,70148.64
10/1/2019,37723.952
10/2/2019,28003.44
10/3/2019,68235
10/5/2019,76123.54
10/6/2019,40700.4
10/7/2019,47542.26
10/8/2019,96992.68
10/9/2019,34247.75
10/10/2019,33303.024
10/12/2019,47083.211
10/13/2019,35928.46
10/14/2019,36532.92
10/15/2019,67954.32
10/16/2019,61349.87
10/17/2019,51455.36
10/19/2019,32714.1032
10/20/2019,48751.024
10/21/2019,25375.397
10/22/2019,59871.72
10/23/2019,36151.32
10/24/2019,31537.1174
10/26/2019,38141.34
10/27/2019,44625.769
10/28/2019,44762.64
10/31/2019,29969
11/2/2019,44569.71
11/3/2019,17531.4
11/4/2019,36576.62
5/20/2020,366
5/28/2020,16227.695
5/30/2020,42348.1287
5/31/2020,40704.98
6/1/2020,29263.765
6/2/2020,45026.04
6/3/2020,44567.7
6/4/2020,34659.7855
6/6/2020,39764.63
6/7/2020,32423.36
6/8/2020,28813.026
6/9/2020,17961.56
6/10/2020,39689.005
6/11/2020,14207.4175
6/13/2020,80246.116
6/14/2020,40138.81
6/15/2020,85541.9
6/16/2020,38504.315
6/17/2020,50427.1
6/18/2020,34016.92
6/20/2020,33403.64
6/21/2020,21151.555
6/22/2020,52978.96
6/23/2020,60340.1321
6/24/2020,149104.25
6/25/2020,34877.7674
6/27/2020,15496.74
6/28/2020,57280.305
6/29/2020,43215.48
6/30/2020,84006.076
7/1/2020,12938.5125
7/2/2020,58072.771
7/4/2020,38724.591
7/5/2020,22876.21
7/6/2020,46883.665
7/7/2020,32210.95
7/8/2020,20335.51
7/9/2020,32680.5
7/11/2020,33175.1
7/12/2020,18685.59
7/13/2020,21297.193
7/14/2020,28141.21
